Comarca,Garantía_juv,Servei_Ocu,Cod_com,Personas,Municipi,Any,Import
Vallès Occidental,S,JENP,40,10,Rubí,'16,110000
Baix Llobregat,S,JENP,11,5,Molins de Rei,'16,55000
Baix Llobregat,N,PRMI,11,8,"Prat de Llobregat, el",'16,85140
Baix Llobregat,S,SUMA,11,24,Viladecans,'16,104100
Barcelonès,S,FEM,13,2,Santa Coloma de Gramenet,'16,5258.92
Baix Llobregat,N,SAC,11,125,Sant Joan Despí,'16,64650
Vallès Occidental,S,FEM,40,2,Viladecavalls,'16,6496.1500000000005
Barcelonès,N,TB,13,582,Badalona,'16,899717.26
Vallès Oriental,S,FEM,41,5,"Garriga, la",'16,15727.3
Vallès Occidental,S,FEM,40,2,Sentmenat,'16,3891.6
Vallès Oriental,N,TB,41,6,Sant Feliu de Codines,'16,33225.119999999995
Vallès Oriental,N,FEM,41,39,Mollet del Vallès,'16,171600
Baix Llobregat,N,TRFO,11,18,"Prat de Llobregat, el",'16,206167.2
Baix Llobregat,N,TRFO,11,20,Viladecans,'16,215108
Vallès Oriental,N,IPIS,41,600,Granollers,'16,244384.84
Vallès Oriental,N,TB,41,3,Caldes de Montbui,'16,40490.17
Vallès Occidental,N,CC,40,30,Sant Cugat del Vallès,'16,61515
Vallès Occidental,S,SUMA,40,60,Sabadell,'16,277800
Vallès Occidental,N,TRFO,40,128,Terrassa,'16,1425089.4
Barcelonès,S,FEM,13,8,Badalona,'16,18213.23
Vallès Occidental,N,PRMI,40,9,Ripollet,'16,99825.5
Vallès Occidental,S,FEM,40,1,Palau-solità i Plegamans,'16,3113.2799999999997
Vallès Oriental,N,30P,41,40,Granollers,'16,176000
Baix Llobregat,N,ARIF,11,125,Cornellà de Llobregat,'16,64850
Baix Llobregat,S,FEM,11,1,Cervelló,'16,1313.42
Vallès Occidental,N,AODL,40,13,Sabadell,'16,351592.14999999997
Vallès Oriental,S,DPGJ,41,157,Mollet del Vallès,'16,5578
Baix Llobregat,N,FOQ,11,132,Sant Boi de Llobregat,'16,247305
Baix Llobregat,N,IPIS,11,150,"Prat de Llobregat, el",'16,61096.21
Vallès Occidental,N,PRMI,40,6,Castellar del Vallès,'16,66200
Baix Llobregat,S,FEM,11,1,Martorell,'16,2675.48
Baix Llobregat,N,FPOT,11,671,"Prat de Llobregat, el",'16,202295
Baix Llobregat,N,AODL,11,3,Cornellà de Llobregat,'16,79454.3
Vallès Occidental,N,FI45,40,3,Castellar del Vallès,'16,29236.27
Baix Llobregat,S,XIMP,11,1,Castelldefels,'16,32000
Barcelonès,N,DAM,13,150,Santa Coloma de Gramenet,'16,546345
Vallès Occidental,N,PRMI,40,7,Santa Perpètua de Mogoda,'16,75460
Baix Llobregat,N,CCFI,11,15,"Prat de Llobregat, el",'16,14637
Vallès Oriental,S,JENP,41,5,Montornès del Vallès,'16,55000
Baix Llobregat,S,FEM,11,2,Cornellà de Llobregat,'16,5350.95
Vallès Occidental,N,TRFO,40,11,Barberà del Vallès,'16,116806.2
Vallès Oriental,N,FPOT,41,407,Mollet del Vallès,'16,108920
Vallès Occidental,N,TRFO,40,13,Montcada i Reixac,'16,147738.6
Baix Llobregat,N,PRMI,11,41,Sant Boi de Llobregat,'16,425790
Vallès Occidental,N,FOQ,40,135,Barberà del Vallès,'16,253864.5
Vallès Oriental,N,TB,41,221,Mollet del Vallès,'16,348693.96
Barcelonès,S,JENP,13,232,Barcelona,'16,2552000
Vallès Oriental,S,JENP,41,4,Cardedeu,'16,44000
Barcelonès,N,TRFO,13,56,Santa Coloma de Gramenet,'16,604632
Baix Llobregat,S,JENP,11,10,Gavà,'16,110000
Vallès Occidental,N,AODL,40,3,Sant Cugat del Vallès,'16,81136.65000000001
Vallès Occidental,S,SUMA,40,3,Ripollet,'16,7783.2
Vallès Occidental,N,AODL,40,4,Santa Perpètua de Mogoda,'16,108182.2
Barcelonès,N,FI45,13,23,Barcelona,'16,214812.62
Vallès Occidental,S,JENP,40,12,Badia del Vallès,'16,132000
Vallès Oriental,S,PSGJ,41,15,Mollet del Vallès,'16,80255.04
Barcelonès,S,XIMP,13,20,Barcelona,'16,639740.48
Baix Llobregat,N,COOR,11,1,Gavà,'16,28000
Vallès Occidental,N,PIN,40,45,Rubí,'16,88992.75
Baix Llobregat,N,AODL,11,2,Sant Joan Despí,'16,54091.1
Barcelonès,N,REEM,13,10,Badalona,'16,2496.48
Baix Llobregat,N,AODL,11,4,Viladecans,'16,108182.2
Vallès Occidental,N,APRE,40,27,Ripollet,'16,4213.02
Baix Llobregat,N,AODL,11,2,Sant Vicenç dels Horts,'16,54091.1
Barcelonès,N,PRMI,13,20,Santa Coloma de Gramenet,'16,207860
Barcelonès,N,30P,13,485,Barcelona,'16,2134000
Barcelonès,N,FPOT,13,47042,Barcelona,'16,15329204
Baix Llobregat,N,FEM,11,10,Sant Boi de Llobregat,'16,44000
Baix Llobregat,S,XIMP,11,1,Viladecans,'16,32000
Barcelonès,N,FOQ,13,5333,Barcelona,'16,12173398.46
Vallès Occidental,N,FI45,40,1,Castellbisbal,'16,12000
Barcelonès,N,APRE,13,67,Sant Adrià de Besòs,'16,12639.05
Vallès Occidental,S,XIMP,40,1,Cerdanyola del Vallès,'16,32000
Vallès Oriental,N,FOQ,41,865,Granollers,'16,1681792
Vallès Oriental,N,TRFO,41,71,Granollers,'16,773223.6
Vallès Occidental,N,IPIS,40,600,Terrassa,'16,244384.84
Vallès Occidental,N,ARIF,40,125,Terrassa,'16,64850
Barcelonès,S,DPGJ,13,25,Badalona,'16,3351.5
Baix Llobregat,S,FEM,11,29,Gavà,'16,81732.25
Baix Llobregat,N,TRFO,11,9,Olesa de Montserrat,'16,99048.8
Vallès Oriental,N,FOQ,41,30,Montornès del Vallès,'16,39432
Vallès Oriental,N,CC,41,30,Sant Fost de Campsentelles,'16,123156
Baix Llobregat,N,CIF,11,422,Sant Feliu de Llobregat,'16,555909.15
Baix Llobregat,N,FOQ,11,30,Abrera,'16,85650
Baix Llobregat,N,PRMI,11,8,Olesa de Montserrat,'16,89085.6
Baix Llobregat,S,JENP,11,16,Sant Joan Despí,'16,176000
Baix Llobregat,S,DPGJ,11,146,Cornellà de Llobregat,'16,40455
Barcelonès,N,APRE,13,113,Badalona,'16,21065.08
Vallès Occidental,S,SUMA,40,20,Barberà del Vallès,'16,90800
Baix Llobregat,S,SUMA,11,45,Gavà,'16,176400
Baix Llobregat,N,PRMI,11,7,Sant Vicenç dels Horts,'16,75670
Baix Llobregat,S,FEM,11,17,Castelldefels,'16,49012.54
Vallès Occidental,N,IPIS,40,150,Badia del Vallès,'16,61096.21
Vallès Occidental,N,30P,40,80,Terrassa,'16,352000
Vallès Occidental,S,FEM,40,2,Sant Quirze del Vallès,'16,3891.6
Vallès Occidental,S,SUMA,40,11,Rubí,'16,25899.64
Barcelonès,N,FPOS,13,955,Badalona,'16,213920
Barcelonès,N,IPIS,13,150,Sant Adrià de Besòs,'16,61096.21
Baix Llobregat,N,PRMI,11,6,Sant Joan Despí,'16,66020
Vallès Occidental,N,ARIF,40,125,Montcada i Reixac,'16,64850
Barcelonès,N,CCFI,13,60,Badalona,'16,99216
Barcelonès,N,30P,13,60,"Hospitalet de Llobregat, l'",'16,264000
Barcelonès,N,PRMI,13,29,Badalona,'16,304469.6
Barcelonès,S,FEM,13,14,Sant Adrià de Besòs,'16,29012.36
Barcelonès,N,IPIS,13,300,Santa Coloma de Gramenet,'16,122192.42
Vallès Occidental,N,FEM,40,15,Cerdanyola del Vallès,'16,66000
Baix Llobregat,N,REEM,11,10,Cornellà de Llobregat,'16,2496.48
Vallès Occidental,N,COOR,40,1,Cerdanyola del Vallès,'16,28000
Vallès Occidental,N,FPOT,40,2125,Terrassa,'16,718644
Vallès Occidental,S,FEM,40,1,Sant Cugat del Vallès,'16,2918.7
Vallès Occidental,N,APRE,40,53,Sant Cugat del Vallès,'16,8426.03
Baix Llobregat,N,FOQ,11,60,Esplugues de Llobregat,'16,194632.5
Baix Llobregat,N,AODL,11,1,Sant Boi de Llobregat,'17,27045.55
Vallès Occidental,N,CCFI,40,25,Sant Cugat del Vallès,'17,108082
Vallès Oriental,N,COOR,41,4,Granollers,'17,112000
Baix Llobregat,S,JENP,11,5,Esparreguera,'17,55000
Barcelonès,N,REEM,13,30,"Hospitalet de Llobregat, l'",'17,7489.44
Vallès Oriental,N,SAC,41,24,"Franqueses del Vallès, les",'17,11400
Baix Llobregat,N,DONA,11,2,Sant Andreu de la Barca,'17,38053.1
Vallès Oriental,N,30P,41,40,Granollers,'17,176000
Vallès Oriental,N,CCFI,41,10,Cardedeu,'17,37440
Baix Llobregat,N,COOR,11,1,Sant Andreu de la Barca,'17,28000
Baix Llobregat,N,CC,11,15,Molins de Rei,'17,131214
Baix Llobregat,N,APRE,11,66,"Prat de Llobregat, el",'17,10523.16
Barcelonès,N,CIF,13,155,"Hospitalet de Llobregat, l'",'17,279869.5
Vallès Occidental,N,CIF,40,141,Sabadell,'17,192424.87
Baix Llobregat,N,TRFO,11,12,Sant Vicenç dels Horts,'17,155328.8
Vallès Oriental,N,COOR,41,1,Mollet del Vallès,'17,28000
Vallès Occidental,N,PIN,40,20,Montcada i Reixac,'17,48064.41
Vallès Oriental,N,TRFO,41,4,Cardedeu,'17,49301.8
Vallès Occidental,S,JENP,40,6,Ripollet,'17,66000
Vallès Occidental,S,PIGJ,40,15,Badia del Vallès,'17,77777
Vallès Occidental,N,30P,40,18,Rubí,'17,68224.37000000001
Baix Llobregat,N,PRMI,11,5,Martorell,'17,59682
Baix Llobregat,S,JENP,11,5,Gavà,'17,55000
Barcelonès,N,FPOT,13,39,Santa Coloma de Gramenet,'17,12740
Barcelonès,N,COOR,13,3,"Hospitalet de Llobregat, l'",'17,72333.33
Baix Llobregat,N,FOQ,11,120,Esplugues de Llobregat,'17,293814
Vallès Occidental,N,SAC,40,96,Rubí,'17,45600
Barcelonès,N,UBIC,13,117,Badalona,'17,52041.6
Vallès Oriental,N,FEM,41,17,Mollet del Vallès,'17,41155.3
Vallès Occidental,N,FPOT,40,1888,Terrassa,'17,682976
Baix Llobregat,N,FEM,11,2,"Prat de Llobregat, el",'17,5896.8
Vallès Occidental,S,JENP,40,5,Santa Perpètua de Mogoda,'17,55000
Vallès Occidental,N,CC,40,24,Terrassa,'17,104971.2
Barcelonès,N,ENFE,13,12,Santa Coloma de Gramenet,'17,315116.63999999996
Vallès Oriental,N,FOQ,41,30,Montornès del Vallès,'17,42765
Vallès Oriental,S,FEM,41,35,Mollet del Vallès,'17,154000
Vallès Occidental,N,FOQ,40,120,Sant Cugat del Vallès,'17,257149.5
Vallès Occidental,N,AODL,40,1,Polinyà,'17,27045.55
Baix Llobregat,S,XIMP,11,2,Sant Feliu de Llobregat,'17,64000
Vallès Occidental,N,TB,40,315,Terrassa,'17,1069530.99
Vallès Occidental,N,FEM,40,3,Castellbisbal,'17,8984.76
Vallès Oriental,N,AODL,41,4,Parets del Vallès,'17,108182.2
Vallès Oriental,N,UBIC,41,300,Mollet del Vallès,'17,131640
Vallès Oriental,S,JENP,41,5,Sant Celoni,'17,55000
Vallès Occidental,N,30P,40,60,Terrassa,'17,264000
Baix Llobregat,S,JENP,11,1,Pallejà,'17,11000
Barcelonès,N,ENFE,13,19,Badalona,'17,369897.14999999997
Barcelonès,N,AODL,13,6,Badalona,'17,162273.3
Barcelonès,N,ENFE,13,25,Barcelona,'17,417180.76
Vallès Occidental,N,DONA,40,25,Terrassa,'17,483320.1
Baix Llobregat,N,DONA,11,1,Olesa de Montserrat,'17,19727.1
Barcelonès,N,30P,13,14,Santa Coloma de Gramenet,'17,62733.159999999996
Baix Llobregat,N,TB,11,43,Viladecans,'17,533457.76
Barcelonès,N,FEM,13,7,Sant Adrià de Besòs,'17,11891.88
Vallès Occidental,N,TB,40,117,Santa Perpètua de Mogoda,'17,439364.01
Vallès Occidental,N,AODL,40,3,Sant Cugat del Vallès,'17,81136.65000000001
Barcelonès,N,SAC,13,80,Sant Adrià de Besòs,'17,38000
Baix Llobregat,N,COOR,11,1,Martorell,'17,28000
Vallès Occidental,N,DONA,40,2,Sant Cugat del Vallès,'17,37700
Barcelonès,N,CC,13,15,"Hospitalet de Llobregat, l'",'17,36516
Baix Llobregat,N,PRMI,11,5,Esplugues de Llobregat,'17,56580
Vallès Occidental,N,FI45,40,2,Cerdanyola del Vallès,'17,16200
Baix Llobregat,N,COOR,11,1,Gavà,'17,28000
Vallès Occidental,N,FOQ,40,780,Sabadell,'17,1709988
Vallès Oriental,N,TB,41,2,Martorelles,'17,23911.38
Vallès Occidental,N,DONA,40,2,Ripollet,'17,38427.2
Vallès Occidental,N,PRMI,40,7,Ripollet,'17,78058.4
Baix Llobregat,N,IPIS,11,250,Sant Boi de Llobregat,'17,122192.42
Baix Llobregat,S,XIMP,11,1,Viladecans,'17,32000
Baix Llobregat,N,PRMI,11,7,Castelldefels,'17,75460
Vallès Oriental,S,SUMA,41,1,Mollet del Vallès,'17,2948.4
Vallès Occidental,N,ENFE,40,4,Rubí,'17,108695.59
Barcelonès,N,FPOT,13,1149,Badalona,'17,532300
Baix Llobregat,S,SUMA,11,2,Olesa de Montserrat,'17,7862.4
Baix Llobregat,S,JENP,11,4,Olesa de Montserrat,'17,44000
Barcelonès,S,DPGJ,13,924,Barcelona,'17,79990
Vallès Oriental,S,JENP,41,1,Montmeló,'17,11000
Baix Llobregat,N,FEM,11,5,Sant Climent de Llobregat,'17,8432.78
Vallès Oriental,S,JENP,41,1,Vilanova del Vallès,'17,11000
Vallès Oriental,N,REEM,41,10,Mollet del Vallès,'17,2496.48
Barcelonès,N,30P,13,23,"Hospitalet de Llobregat, l'",'17,105893.27
Vallès Oriental,N,APRE,41,81,Mollet del Vallès,'17,15784.740000000002
Vallès Occidental,S,JENP,40,4,Rubí,'17,44000
Vallès Oriental,S,JENP,41,1,Sant Feliu de Codines,'17,11000
Baix Llobregat,N,TRFO,11,11,Martorell,'17,138804.4
Baix Llobregat,N,TRFO,11,7,Sant Joan Despí,'17,89764.5
Baix Llobregat,N,30P,11,1,Santa Coloma de Cervelló,'17,3931.2
Barcelonès,N,CCFI,13,15,Badalona,'17,51531
Baix Llobregat,N,TB,11,5,"Prat de Llobregat, el",'17,73280.35
Baix Llobregat,S,JENP,11,1,Cervelló,'17,11000
Vallès Occidental,N,ENFE,40,17,Sabadell,'17,348855.43000000005
Vallès Occidental,N,30P,40,2,Cerdanyola del Vallès,'17,5376
Baix Llobregat,S,XIMP,11,1,"Prat de Llobregat, el",'17,32000
Vallès Occidental,S,SUMA,40,2,Montcada i Reixac,'17,7862.4
Vallès Occidental,N,AODL,40,13,Sabadell,'17,351592.14999999997
Baix Llobregat,N,FI45,11,1,Santa Coloma de Cervelló,'17,15300
Vallès Occidental,N,COOR,40,5,Terrassa,'17,140000
Baix Llobregat,N,TB,11,104,Sant Vicenç dels Horts,'17,183324.1
Baix Llobregat,N,PRMI,11,30,Sant Boi de Llobregat,'17,349760
Vallès Oriental,N,30P,41,1,Canovelles,'17,5557.73
Baix Llobregat,N,DONA,11,3,Castelldefels,'17,58112.4
Baix Llobregat,N,AODL,11,3,"Prat de Llobregat, el",'17,81136.65000000001
Baix Llobregat,N,TB,11,638,Sant Feliu de Llobregat,'17,463345.71
Barcelonès,N,IPIS,13,500,"Hospitalet de Llobregat, l'",'17,244384.84
Vallès Occidental,N,REEM,40,15,Ripollet,'17,3744.72
Vallès Occidental,N,IPIS,40,125,Badia del Vallès,'17,61096.21
Vallès Oriental,N,TB,41,24,"Franqueses del Vallès, les",'17,237110.4
Barcelonès,N,FOQ,13,510,Badalona,'17,1148401.5
Barcelonès,N,COOR,13,3,Santa Coloma de Gramenet,'17,84000
Vallès Oriental,N,30P,41,1,Montornès del Vallès,'17,5736.110000000001
Vallès Occidental,N,FOQ,40,105,Santa Perpètua de Mogoda,'17,188937
Vallès Occidental,N,DONA,40,14,Sabadell,'17,263900
Baix Llobregat,N,FOQ,11,30,Abrera,'17,93462
Vallès Oriental,S,JENP,41,4,Mollet del Vallès,'17,44000
Baix Llobregat,N,REEM,11,15,Gavà,'17,3744.72
Vallès Oriental,N,DONA,41,1,Montornès del Vallès,'17,19549
Barcelonès,N,CIF,13,648,"Hospitalet de Llobregat, l'",'17,324421.82
Vallès Occidental,N,IPIS,40,250,Rubí,'17,122192.42
Barcelonès,N,APRE,13,138,Badalona,'17,26307.91
Vallès Oriental,N,CC,41,15,Mollet del Vallès,'17,32013
Vallès Occidental,N,FOQ,40,105,Barberà del Vallès,'17,223485
Vallès Occidental,N,AODL,40,1,Barberà del Vallès,'17,24754.34
Baix Llobregat,N,UBIC,11,210,Sant Boi de Llobregat,'17,93048
Baix Llobregat,S,FEM,11,30,"Prat de Llobregat, el",'17,117600
Vallès Occidental,N,30P,40,1,Palau-solità i Plegamans,'17,3538.08
Barcelonès,N,SAC,13,160,Badalona,'17,76000
Vallès Occidental,N,PRMI,40,7,Montcada i Reixac,'17,89264
Vallès Occidental,N,DONA,40,2,Montcada i Reixac,'17,39148.8
Baix Llobregat,N,UBIC,11,100,"Prat de Llobregat, el",'17,44480
Vallès Occidental,N,IPIS,40,250,Cerdanyola del Vallès,'17,122192.42
Barcelonès,N,FI45,13,11,Barcelona,'17,78069.43
Vallès Oriental,N,DONA,41,1,"Llagosta, la",'17,19549
Vallès Occidental,N,ENFE,40,9,Sant Cugat del Vallès,'17,199630.67
Baix Llobregat,N,AODL,11,2,Molins de Rei,'17,54091.1
Vallès Occidental,N,FOQ,40,45,Montcada i Reixac,'17,50427
Vallès Oriental,N,FOQ,41,75,Caldes de Montbui,'17,132387
Baix Llobregat,N,FEM,11,2,Martorell,'17,7099.75
Baix Llobregat,N,FEM,11,19,Gavà,'17,54441.350000000006
Baix Llobregat,N,ENFE,11,6,Gavà,'17,189726.2
Vallès Oriental,N,TB,41,4,Canovelles,'17,57395.159999999996
Barcelonès,N,CCFI,13,15,"Hospitalet de Llobregat, l'",'17,19725
Vallès Oriental,S,SUMA,41,1,Parets del Vallès,'17,3931.2
Baix Llobregat,S,XIMP,11,1,Esplugues de Llobregat,'17,19583.59
Vallès Occidental,S,FEM,40,15,Cerdanyola del Vallès,'17,66000
Baix Llobregat,N,FI45,11,1,Sant Just Desvern,'17,4500
Vallès Occidental,N,FPOS,40,509,Cerdanyola del Vallès,'17,171130
Vallès Occidental,N,COOR,40,1,Sant Cugat del Vallès,'17,28000
Barcelonès,N,30P,13,30,Badalona,'17,132000
Barcelonès,N,FPOT,13,2090,"Hospitalet de Llobregat, l'",'17,734600
Vallès Oriental,N,IPIS,41,250,Mollet del Vallès,'17,122192.42
Vallès Occidental,N,FEM,40,2,Sant Cugat del Vallès,'17,4914
Barcelonès,N,SAC,13,80,Santa Coloma de Gramenet,'17,38000
Barcelonès,N,SAC,13,7,Santa Coloma de Gramenet,'17,14910
Baix Llobregat,N,IPIS,11,125,Sant Feliu de Llobregat,'17,61096.21
Vallès Oriental,N,SAC,41,60,Mollet del Vallès,'17,28500
Vallès Oriental,S,JENP,41,4,"Franqueses del Vallès, les",'17,44000
Barcelonès,N,DONA,13,32,Barcelona,'17,619253.6
Baix Llobregat,N,ENFE,11,9,Sant Boi de Llobregat,'17,281136.57
Barcelonès,S,JENP,13,15,Badalona,'17,165000
Barcelonès,N,30P,13,201,Barcelona,'17,830436.73
Vallès Occidental,S,SUMA,40,2,Palau-solità i Plegamans,'17,3013.92
Vallès Occidental,S,XIMP,40,1,Cerdanyola del Vallès,'17,21333.329999999998
Baix Llobregat,N,IPIS,11,500,Cornellà de Llobregat,'17,244384.84
Baix Llobregat,N,REEM,11,15,Sant Feliu de Llobregat,'17,3744.72
Vallès Occidental,N,AODL,40,4,Rubí,'17,108182.2
Vallès Occidental,N,UBIC,40,84,Cerdanyola del Vallès,'17,37363.2
Baix Llobregat,S,PIGJ,11,105,Cornellà de Llobregat,'17,425160.73000000004
Barcelonès,N,SAC,13,192,"Hospitalet de Llobregat, l'",'17,91200
Vallès Occidental,N,AODL,40,4,Santa Perpètua de Mogoda,'17,108182.2
Vallès Occidental,N,PRMI,40,40,Sabadell,'17,453840
Barcelonès,N,CC,13,24,Barcelona,'17,104971.2
Vallès Occidental,N,30P,40,2,Sant Quirze del Vallès,'17,10319.4
Baix Llobregat,N,DONA,11,4,Cornellà de Llobregat,'17,77483.2
Baix Llobregat,N,FPOT,11,160,Castelldefels,'17,30730
Vallès Occidental,N,PIN,40,20,Terrassa,'17,191620.26
Baix Llobregat,N,AODL,11,1,Corbera de Llobregat,'17,27045.55
Vallès Oriental,S,PIGJ,41,16,Sant Celoni,'17,71605.87000000001
Vallès Oriental,N,DONA,41,14,Granollers,'17,272260.4
Vallès Oriental,N,PRMI,41,40,Granollers,'17,453840
Vallès Oriental,S,JENP,41,1,Parets del Vallès,'17,11000
Barcelonès,N,PRMI,13,80,Barcelona,'17,956931.65
Barcelonès,N,SAC,13,960,Barcelona,'17,456000
Baix Llobregat,N,FI45,11,1,Viladecans,'17,10800
Baix Llobregat,N,UBIC,11,425,Sant Feliu de Llobregat,'17,186840
Baix Llobregat,N,IPIS,11,250,Sant Vicenç dels Horts,'17,122192.42
Vallès Occidental,S,SUMA,40,2,Ripollet,'17,5896.8
Vallès Oriental,N,FOQ,41,822,Granollers,'17,1416786.9
Baix Llobregat,N,DONA,11,1,Molins de Rei,'17,19197.4
Baix Llobregat,N,FOQ,11,45,Sant Andreu de la Barca,'17,104641.5
Baix Llobregat,N,ENFE,11,23,Sant Feliu de Llobregat,'17,616340.3
Vallès Oriental,N,AODL,41,4,Mollet del Vallès,'17,108182.2
Barcelonès,N,APRE,13,82,Sant Adrià de Besòs,'17,15784.740000000002
Vallès Occidental,N,PRMI,40,8,Rubí,'17,94400
Vallès Occidental,N,APRE,40,33,Ripollet,'17,5261.58
Vallès Occidental,N,TB,40,838,Sabadell,'17,2077564.6
Vallès Occidental,N,UBIC,40,125,Barberà del Vallès,'17,55600
Baix Llobregat,N,FOQ,11,135,Sant Joan Despí,'17,232432.5
Vallès Occidental,N,REEM,40,30,Terrassa,'17,7489.44
Vallès Oriental,N,30P,41,4,Lliçà de Vall,'17,11880.09
Vallès Occidental,N,TRFO,40,6,Badia del Vallès,'17,69864.2
Vallès Oriental,N,30P,41,25,"Llagosta, la",'17,108370.08
Baix Llobregat,N,FPOS,11,445,Cornellà de Llobregat,'17,149772
Vallès Occidental,N,PRMI,40,50,Terrassa,'17,590162.3
Vallès Oriental,N,TRFO,41,6,Parets del Vallès,'17,79774
Baix Llobregat,N,TB,11,49,Martorell,'17,201632.2
Baix Llobregat,N,FEM,11,16,Viladecans,'17,48323.28999999999
Vallès Oriental,S,PIGJ,41,15,Montornès del Vallès,'17,42797.15
Vallès Occidental,N,TRFO,40,9,Castellar del Vallès,'17,108399.1
Barcelonès,N,30P,13,60,Santa Coloma de Gramenet,'17,264000
Vallès Oriental,S,JENP,41,1,Santa Eulàlia de Ronçana,'17,11000
Barcelonès,N,FOQ,13,1497,"Hospitalet de Llobregat, l'",'17,3364538.4
Baix Llobregat,N,TRFO,11,8,Esparreguera,'17,103660
Baix Llobregat,N,DONA,11,10,Sant Feliu de Llobregat,'17,191384.8
Barcelonès,N,FOQ,13,75,Sant Adrià de Besòs,'17,81285
Vallès Occidental,N,FPOS,40,1136,Terrassa,'17,363290
Vallès Oriental,N,FOQ,41,40,Cardedeu,'17,76387.5
Baix Llobregat,N,TRFO,11,7,Olesa de Montserrat,'17,91189.7
Vallès Occidental,S,PIGJ,40,93,Sabadell,'17,558069.8600000001
Barcelonès,N,FEM,13,9,Santa Coloma de Gramenet,'17,27226.89
Vallès Occidental,N,ENFE,40,6,Montcada i Reixac,'17,181217.79
Baix Llobregat,N,SAC,11,76,Sant Vicenç dels Horts,'17,36100
Baix Llobregat,S,PIGJ,11,20,Sant Vicenç dels Horts,'17,89944.23
Vallès Occidental,N,UBIC,40,346,Terrassa,'17,153700.8
Vallès Occidental,N,30P,40,2,Polinyà,'17,7486
Baix Llobregat,N,SAC,11,50,Sant Joan Despí,'17,27300
Baix Llobregat,N,30P,11,6,Sant Joan Despí,'17,27983.309999999998
Barcelonès,N,COOR,13,1,Sant Adrià de Besòs,'17,28000
Baix Llobregat,N,FOQ,11,375,Cornellà de Llobregat,'17,809799
Baix Llobregat,N,SAC,11,48,Castelldefels,'17,22800
Vallès Oriental,N,TB,41,66,Granollers,'17,246395.91999999998
Vallès Oriental,S,XIMP,41,2,Granollers,'17,50357.8
Vallès Oriental,N,FEM,41,2,Sant Fost de Campsentelles,'17,5893.85
Baix Llobregat,N,COOR,11,1,Viladecans,'17,28000
Barcelonès,N,CC,13,15,Santa Coloma de Gramenet,'17,131214
Baix Llobregat,N,TRFO,11,39,Sant Feliu de Llobregat,'17,497747.1
Vallès Oriental,N,AODL,41,1,"Franqueses del Vallès, les",'17,25380.39
Vallès Occidental,N,APRE,40,66,Sant Cugat del Vallès,'17,10523.16
Vallès Oriental,N,DONA,41,1,"Franqueses del Vallès, les",'17,19218
Vallès Oriental,S,JENP,41,1,Cardedeu,'17,11000
Baix Llobregat,S,JENP,11,5,Sant Andreu de la Barca,'17,55000
Barcelonès,N,APRE,13,66,Santa Coloma de Gramenet,'17,10523.16
Baix Llobregat,S,JENP,11,1,Corbera de Llobregat,'17,11000
Barcelonès,N,PI30,13,200,"Hospitalet de Llobregat, l'",'17,593855.73
Baix Llobregat,N,PI30,11,42,Esparreguera,'17,114458.86
Vallès Oriental,N,30P,41,12,Mollet del Vallès,'17,50431.119999999995
Vallès Oriental,S,JENP,41,4,Lliçà d'Amunt,'17,44000
Baix Llobregat,N,PRMI,11,2,Molins de Rei,'17,19257.4
Vallès Occidental,S,TLN,40,20,Terrassa,'17,188307
Vallès Oriental,N,FPOT,41,54,Sant Fost de Campsentelles,'17,16120
Barcelonès,S,XIMP,13,1,Santa Coloma de Gramenet,'17,32000
Baix Llobregat,N,SAC,11,76,Esplugues de Llobregat,'17,36100
Vallès Oriental,N,TB,41,260,Montornès del Vallès,'17,313121.82
Vallès Occidental,N,SAC,40,192,Terrassa,'17,91200
Baix Llobregat,S,JENP,11,5,Martorell,'17,55000
Vallès Occidental,N,TRFO,40,9,Barberà del Vallès,'17,117312
Vallès Occidental,N,FOQ,40,420,Cerdanyola del Vallès,'17,927132
Barcelonès,N,REEM,13,210,Barcelona,'17,52426.08
Vallès Oriental,N,FEM,41,1,Montmeló,'17,1965.6
Barcelonès,N,TRFO,13,15,Sant Adrià de Besòs,'17,184329.2
Baix Llobregat,N,TRFO,11,6,Molins de Rei,'17,77664.4
Baix Llobregat,N,PRMI,11,5,Sant Andreu de la Barca,'17,56655
Baix Llobregat,N,COOR,11,1,Sant Boi de Llobregat,'17,28000
Vallès Occidental,N,PIN,40,81,Santa Perpètua de Mogoda,'17,150000
Baix Llobregat,N,FOQ,11,480,"Prat de Llobregat, el",'17,837555
Barcelonès,N,TRFO,13,60,Santa Coloma de Gramenet,'17,735240
Baix Llobregat,N,AODL,11,2,Castelldefels,'17,54091.1
Baix Llobregat,N,REEM,11,10,Esplugues de Llobregat,'17,2496.48
Baix Llobregat,N,PI30,11,50,Cornellà de Llobregat,'17,181644.29
Barcelonès,S,JENP,13,14,"Hospitalet de Llobregat, l'",'17,154000
Vallès Occidental,N,CIF,40,280,Sabadell,'17,311589.04
Vallès Oriental,N,PI30,41,60,"Garriga, la",'17,121644.29
Baix Llobregat,N,ENFE,11,9,Castelldefels,'17,229824.59
Vallès Occidental,N,FPOT,40,139,Barberà del Vallès,'17,33500
Vallès Oriental,N,SAC,41,24,"Garriga, la",'17,11400
Vallès Oriental,N,AODL,41,2,Cardedeu,'17,53641.57
