codi,Municipi,RBM_pers17,mun,Nom.Municipi,Cens,Votants,perc_participacio,Abstenció,perc_abst,1rpartit,2npartit,3rpartit,4tpartit,Codi comarca,Nom comarca,Vots.valids,PSC,ERC,JxCAT,VOX,CUP,ECP,Cs,PP,PDeCAT,PSC.perc,ERC.perc,JxCAT.perc,VOX.perc,CUP.perc,ECP.perc,Cs.perc,PP.perc,PDeCAT.perc,CodiINE,Poblacio,Hombres,Mujeres
8065,Castellví de la Marca,14335,castellví de la marca,Castellví de la Marca,1222,776,63.5,446,36.5,JxCat,ERC,PSC,CUP-G,3,Alt Penedès,760,79,230,237,19,75,29,19,20,35,10.394736842105264,30.263157894736842,31.18421052631579,2.5,9.868421052631579,3.8157894736842106,2.5,2.631578947368421,4.605263157894736,80654,1575,795,780
8066,Castellví de Rosanes,18407,castellví de rosanes,Castellví de Rosanes,1496,930,62.17,566,37.83,ERC,PSC,JxCat,VOX,11,Baix Llobregat,917,213,221,137,96,49,69,47,25,37,23.227917121046893,24.10032715376227,14.940021810250817,10.468920392584515,5.343511450381679,7.52453653217012,5.125408942202835,2.7262813522355507,4.0348964013086155,80667,1933,949,984
8067,Centelles,15438,centelles,Centelles,5846,3418,58.47,2428,41.53,JxCat,ERC,PSC,CUP-G,24,Osona,3357,420,800,1227,94,368,125,73,51,122,12.511170688114387,23.83080131069407,36.550491510277034,2.8001191540065538,10.962168602919272,3.723562704795949,2.1745606196008342,1.519213583556747,3.634197199880846,80673,7513,3696,3817
8068,Cervelló,18018,cervelló,Cervelló,6922,3826,55.27,3096,44.73,ERC,PSC,JxCat,VOX,11,Baix Llobregat,3776,854,1003,615,378,206,236,239,124,60,22.616525423728813,26.5625,16.28707627118644,10.010593220338983,5.455508474576272,6.25,6.329449152542373,3.283898305084746,1.5889830508474576,80689,9077,4571,4506
8069,Collbató,20505,collbató,Collbató,3489,2002,57.38,1487,42.62,ERC,JxCat,PSC,VOX,11,Baix Llobregat,1980,310,553,450,156,121,117,97,53,71,15.656565656565657,27.92929292929293,22.727272727272727,7.878787878787878,6.111111111111111,5.909090909090909,4.8989898989899,2.6767676767676765,3.585858585858586,80692,4544,2359,2185
8070,Collsuspina,16921,collsuspina,Collsuspina,289,220,76.12,69,23.88,JxCat,ERC,CUP-G,PSC,42,Moianès,216,15,56,99,2,19,12,1,1,6,6.944444444444445,25.925925925925924,45.83333333333333,0.9259259259259258,8.796296296296296,5.555555555555555,0.4629629629629629,0.4629629629629629,2.7777777777777777,80706,359,183,176
8071,Copons,16092,copons,Copons,252,179,71.03,73,28.97,JxCat,ERC,CUP-G,PSC,6,Anoia,177,21,39,60,3,22,8,2,3,12,11.864406779661017,22.033898305084744,33.89830508474576,1.694915254237288,12.429378531073446,4.519774011299435,1.1299435028248588,1.694915254237288,6.779661016949152,80713,321,157,164
8072,Corbera de Llobregat,17738,corbera de llobregat,Corbera de Llobregat,10870,5619,51.69,5251,48.31,ERC,JxCat,PSC,VOX,11,Baix Llobregat,5527,1015,1472,1126,450,362,333,372,134,134,18.364392979916772,26.632893070381762,20.372715759001267,8.141849104396599,6.549665279536819,6.024968337253482,6.730595259634521,2.4244617333092093,2.4244617333092093,80728,14882,7454,7428
8073,Cornellà de Llobregat,14068,cornellà de llobregat,Cornellà de Llobregat,62769,31453,50.11,31316,49.89,PSC,ERC,ECP-PEC,VOX,11,Baix Llobregat,31080,12462,4703,1758,2834,1193,3414,2494,1356,225,40.0965250965251,15.131917631917633,5.656370656370656,9.118404118404118,3.8384813384813388,10.984555984555984,8.024453024453024,4.362934362934363,0.7239382239382239,80734,89936,43622,46314
8074,Cubelles,15536,cubelles,Cubelles,11414,5509,48.27,5905,51.73,PSC,ERC,JxCat,VOX,17,Garraf,5438,1481,1219,691,636,236,382,419,185,81,27.23427730783376,22.416329532916514,12.706877528503128,11.6954762780434,4.339830820154469,7.024641412283927,7.705038617138654,3.40198602427363,1.4895182052225084,80749,15770,7944,7826
8075,Dosrius,15625,dosrius,Dosrius,4230,2145,50.71,2085,49.29,ERC,JxCat,PSC,VOX,21,Maresme,2116,399,558,464,206,133,111,104,64,33,18.85633270321361,26.370510396975426,21.928166351606805,9.735349716446125,6.285444234404538,5.245746691871456,4.914933837429111,3.0245746691871456,1.559546313799622,80752,5652,2881,2771
8076,Esparreguera,15167,esparreguera,Esparreguera,16696,8294,49.68,8402,50.32,PSC,ERC,JxCat,VOX,11,Baix Llobregat,8188,2136,2063,1254,628,476,586,495,232,168,26.08695652173913,25.195407914020517,15.315095261358087,7.669760625305325,5.813385442110405,7.1568148510014655,6.0454323400097705,2.8334147532975082,2.051783097215437,80765,22302,11273,11029
8077,Esplugues de Llobregat,18972,esplugues de llobregat,Esplugues de Llobregat,34396,19159,55.7,15237,44.3,PSC,ERC,JxCat,VOX,11,Baix Llobregat,18962,6528,2989,1911,1758,677,1557,1603,1203,361,34.42674823330872,15.763105157683787,10.078050838519143,9.27117392680097,3.570298491720283,8.211159160426115,8.453749604472103,6.344267482333087,1.903807615230461,80771,47150,22461,24689
8078,"Espunyola, L'",13136,"espunyola, l'","Espunyola, l'",220,140,63.64,80,36.36,JxCat,ERC,CUP-G,PDeCAT,14,Berguedà,137,1,31,66,0,18,3,1,3,8,0.7299270072992701,22.62773722627737,48.175182481751825,0,13.138686131386862,2.18978102189781,0.7299270072992701,2.18978102189781,5.839416058394161,80787,242,120,122
8079,"Estany, L'",16614,"estany, l'","Estany, l'",338,249,73.67,89,26.33,ERC,JxCat,CUP-G,PSC,42,Moianès,244,16,86,81,3,27,6,3,1,15,6.557377049180328,35.24590163934426,33.19672131147541,1.2295081967213115,11.065573770491802,2.459016393442623,1.2295081967213115,0.4098360655737705,6.147540983606557,80790,408,215,193
8080,Fígols,.,fígols,Fígols,38,27,71.05,11,28.95,ERC,JxCat,PP,CUP-G,14,Berguedà,27,1,10,5,1,4,0,0,4,0,3.7037037037037033,37.03703703703704,18.51851851851852,3.7037037037037033,14.814814814814813,0,0,14.814814814814813,0,80804,43,26,17
8081,Fogars de Montclús,15851,fogars de montclús,Fogars de Montclús,354,244,68.93,110,31.07,JxCat,ERC,CUP-G,PDeCAT,41,Vallès Oriental,243,10,42,123,4,27,10,2,2,17,4.11522633744856,17.28395061728395,50.617283950617285,1.646090534979424,11.11111111111111,4.11522633744856,0.823045267489712,0.823045267489712,6.995884773662551,80811,475,249,226
8082,Fogars de la Selva,12942,fogars de la selva,Fogars de la Selva,1210,587,48.51,623,51.49,PSC,JxCat,ERC,VOX,34,Selva,581,132,87,124,79,25,50,37,18,3,22.719449225473323,14.974182444061961,21.34251290877797,13.59724612736661,4.3029259896729775,8.605851979345955,6.368330464716007,3.098106712564544,0.5163511187607573,80826,1469,757,712
8083,Folgueroles,17393,folgueroles,Folgueroles,1712,1316,76.87,396,23.13,JxCat,ERC,CUP-G,PSC,24,Osona,1301,70,264,694,12,148,26,9,9,45,5.380476556495004,20.292083013066872,53.34358186010761,0.9223674096848578,11.375864719446579,1.9984627209838586,0.6917755572636434,0.6917755572636434,3.4588777863182165,80832,2265,1150,1115
8084,Fonollosa,16131,fonollosa,Fonollosa,1197,743,62.07,454,37.93,JxCat,ERC,PSC,CUP-G,7,Bages,736,79,222,223,32,75,17,15,10,45,10.733695652173914,30.16304347826087,30.298913043478258,4.3478260869565215,10.190217391304348,2.309782608695652,2.0380434782608696,1.358695652173913,6.114130434782608,80847,1459,752,707
8085,Font-rubí,15691,font-rubí,Font-rubí,1012,644,63.64,368,36.36,JxCat,ERC,PDeCAT,CUP-G,3,Alt Penedès,637,55,170,210,21,66,18,9,6,76,8.634222919937205,26.687598116169546,32.967032967032964,3.296703296703297,10.361067503924646,2.8257456828885403,1.4128728414442702,0.9419152276295133,11.930926216640502,80850,1414,744,670
8086,"Franqueses del Vallès, Les",14694,"franqueses del vallès, les","Franqueses del Vallès, les",14251,7025,49.29,7226,50.71,PSC,ERC,JxCat,VOX,41,Vallès Oriental,6926,1718,1586,1257,631,387,410,491,157,124,24.80508229858504,22.89922032919434,18.149003753970547,9.110597747617673,5.587640773895466,5.919722783713543,7.089228992203292,2.2668206757146985,1.7903551833670226,80863,20364,10331,10033
8087,Gallifa,23780,gallifa,Gallifa,151,117,77.48,34,22.52,JxCat,ERC,PDeCAT,CUP-G,40,Vallès Occidental,117,10,18,49,2,10,9,3,2,11,8.547008547008547,15.384615384615385,41.88034188034188,1.7094017094017095,8.547008547008547,7.6923076923076925,2.564102564102564,1.7094017094017095,9.401709401709402,80879,167,89,78
8088,"Garriga, La",17532,"garriga, la","Garriga, la",12446,7502,60.28,4944,39.72,JxCat,ERC,PSC,CUP-G,41,Vallès Oriental,7393,1080,1765,2315,295,795,377,231,155,206,14.608413363992966,23.87393480319221,31.313404571892328,3.9902610577573383,10.753415392939267,5.099418368727174,3.124577302854051,2.096577843906398,2.7864195860949548,80885,16668,8056,8612
8089,Gavà,17259,gavà,Gavà,34124,16794,49.21,17330,50.79,PSC,ERC,VOX,JxCat,11,Baix Llobregat,16581,5555,3086,1667,1756,479,1174,1409,837,246,33.502201314757855,18.611663952716963,10.053675894095651,10.590434835052168,2.8888486822266453,7.080393221156746,8.497678065255412,5.047946444725891,1.483625836801158,80898,47057,23022,24035
8090,Gaià,15158,gaià,Gaià,138,101,73.19,37,26.81,JxCat,ERC,PDeCAT,CUP-G,7,Bages,98,5,32,40,0,7,4,0,0,10,5.1020408163265305,32.6530612244898,40.816326530612244,0,7.142857142857142,4.081632653061225,0,0,10.204081632653061,80902,183,98,85
8091,Gelida,16311,gelida,Gelida,5527,3038,54.97,2489,45.03,ERC,PSC,JxCat,ECP-PEC,3,Alt Penedès,3001,656,796,593,173,223,247,127,63,46,21.859380206597802,26.524491836054647,19.760079973342222,5.7647450849716755,7.430856381206265,8.230589803398868,4.231922692435855,2.0993002332555815,1.5328223925358213,80919,7670,3842,3828
8092,Gironella,14202,gironella,Gironella,3694,2172,58.8,1522,41.2,JxCat,ERC,PDeCAT,CUP-G,14,Berguedà,2134,207,562,698,54,222,48,35,36,228,9.700093720712278,26.33552014995314,32.708528584817245,2.530459231490159,10.402999062792876,2.2492970946579196,1.640112464854733,1.6869728209934396,10.684161199625116,80924,4946,2461,2485
8093,Gisclareny,.,gisclareny,Gisclareny,25,21,84,4,16,JxCat,ERC,CUP-G,ECP-PEC,14,Berguedà,21,0,5,8,0,4,3,0,0,0,0,23.809523809523807,38.095238095238095,0,19.047619047619047,14.285714285714285,0,0,0,80930,26,16,10
8094,"Granada, La",15550,"granada, la","Granada, la",1631,1018,62.42,613,37.58,ERC,JxCat,PSC,CUP-G,3,Alt Penedès,1004,137,292,292,37,98,43,22,14,45,13.645418326693227,29.08366533864542,29.08366533864542,3.6852589641434266,9.760956175298805,4.282868525896414,2.1912350597609564,1.394422310756972,4.482071713147411,80945,2208,1097,1111
8095,Granera,.,granera,Granera,75,54,72,21,28,JxCat,ERC,CUP-G,PSC,42,Moianès,54,4,17,20,0,8,0,0,0,3,7.4074074074074066,31.48148148148148,37.03703703703704,0,14.814814814814813,0,0,0,5.555555555555555,80958,77,52,25
8096,Granollers,15625,granollers,Granollers,44010,24181,54.94,19829,45.06,PSC,ERC,JxCat,VOX,41,Vallès Oriental,23857,6227,4962,4795,1653,1372,1400,1468,830,606,26.101353900322756,20.798926939682275,20.09892274804041,6.92878400469464,5.750932640315211,5.868298612566543,6.153330259462632,3.4790627488787353,2.540134970868089,80961,62419,30891,31528
8097,Gualba,17165,gualba,Gualba,1118,725,64.85,393,35.15,JxCat,ERC,PSC,CUP-G,41,Vallès Oriental,718,92,183,257,28,73,38,13,9,16,12.813370473537605,25.487465181058493,35.79387186629526,3.8997214484679668,10.167130919220057,5.2924791086350975,1.8105849582172702,1.2534818941504178,2.2284122562674096,80977,1548,794,754
8098,Sant Salvador de Guardiola,15417,sant salvador de guardiola,Sant Salvador de Guardiola,2495,1407,56.39,1088,43.61,JxCat,ERC,PSC,VOX,7,Bages,1383,201,319,354,117,104,75,57,39,65,14.533622559652928,23.06579898770788,25.59652928416486,8.459869848156181,7.519884309472162,5.42299349240781,4.121475054229935,2.8199566160520604,4.6999276934201015,80983,3221,1659,1562
8099,Guardiola de Berguedà,14076,guardiola de berguedà,Guardiola de Berguedà,762,467,61.29,295,38.71,JxCat,ERC,PSC,CUP-G,14,Berguedà,457,75,117,128,13,69,14,11,3,12,16.411378555798688,25.601750547045953,28.00875273522976,2.8446389496717726,15.098468271334792,3.063457330415755,2.4070021881838075,0.6564551422319475,2.62582056892779,80996,941,492,449
8100,Gurb,22362,gurb,Gurb,2111,1547,73.28,564,26.72,JxCat,ERC,CUP-G,PDeCAT,24,Osona,1539,99,298,742,31,148,18,21,31,102,6.432748538011696,19.3632228719948,48.21312540610786,2.014294996751137,9.616634178037685,1.1695906432748537,1.364522417153996,2.014294996751137,6.627680311890838,81000,2713,1399,1314
8101,"Hospitalet de Llobregat, L'",12835,"hospitalet de llobregat, l'","Hospitalet de Llobregat, l'",173629,77481,47.03,87284,52.97,PSC,ERC,VOX,ECP-PEC,13,Barcelonès,76397,29754,12015,5488,7371,2680,6774,6082,4097,521,38.946555493016746,15.727057345183711,7.183528149011087,9.648284618505961,3.5079911514850055,8.866840320955012,7.96104559079545,5.3627760252365935,0.6819639514640627,81017,269382,130289,139093
8102,Igualada,15191,igualada,Igualada,28984,16317,56.3,12667,43.7,JxCat,ERC,PSC,PDeCAT,6,Anoia,16107,2620,3593,4347,795,1223,653,577,460,1514,16.266219656050165,22.307071459613834,26.988265971316817,4.935742223877817,7.5929719997516605,4.054137952443037,3.5822934128018873,2.8559011609859066,9.399639908114485,81022,40742,20073,20669
8103,Jorba,16925,jorba,Jorba,650,381,58.62,269,41.38,JxCat,ERC,PSC,CUP-G,6,Anoia,375,40,102,111,19,39,13,16,5,21,10.666666666666668,27.200000000000003,29.599999999999998,5.066666666666666,10.4,3.4666666666666663,4.266666666666667,1.3333333333333335,5.6000000000000005,81038,833,429,404
8104,"Llacuna, La",15209,"llacuna, la","Llacuna, la",675,431,63.85,244,36.15,JxCat,ERC,CUP-G,PDeCAT,6,Anoia,426,19,108,155,6,60,13,5,12,38,4.460093896713615,25.352112676056336,36.38497652582159,1.4084507042253522,14.084507042253522,3.051643192488263,1.1737089201877933,2.8169014084507045,8.92018779342723,81043,903,493,410
8105,"Llagosta, La",12666,"llagosta, la","Llagosta, la",9660,4634,47.97,5026,52.03,PSC,ERC,VOX,Cs,41,Vallès Oriental,4556,2035,633,232,499,102,338,382,215,25,44.666374012291485,13.893766461808605,5.092186128182616,10.952589991220368,2.2388059701492535,7.418788410886743,8.384547848990342,4.719051799824407,0.5487269534679543,81056,13587,6691,6896
8106,Llinars del Vallès,15861,llinars del vallès,Llinars del Vallès,7600,4063,53.46,3537,46.54,ERC,JxCat,PSC,CUP-G,41,Vallès Oriental,3999,776,1100,864,257,284,194,222,103,92,19.4048512128032,27.506876719179797,21.605401350337583,6.426606651662915,7.101775443860965,4.8512128032008,5.55138784696174,2.5756439109777443,2.3005751437859465,81069,10018,4991,5027
8107,Lliçà d'Amunt,15735,lliçà d'amunt,Lliçà d'Amunt,12188,5596,45.91,6592,54.09,PSC,ERC,JxCat,VOX,41,Vallès Oriental,5513,1416,1299,762,559,288,427,402,181,59,25.684745147832395,23.562488663159805,13.82187556684201,10.139669871213496,5.224015962270996,7.745329221839289,7.291855614003265,3.2831489207328133,1.0701977144930164,81075,15469,7906,7563
8108,Lliçà de Vall,17463,lliçà de vall,Lliçà de Vall,5243,2822,53.82,2421,46.18,PSC,ERC,JxCat,VOX,41,Vallès Oriental,2786,665,615,485,237,112,186,232,126,51,23.869346733668344,22.074659009332375,17.408470926058868,8.506819813352477,4.0201005025125625,6.676238334529792,8.327351040918881,4.522613065326634,1.8305814788226848,81081,6497,3319,3178
8109,Lluçà,13556,lluçà,Lluçà,206,162,78.64,44,21.36,JxCat,ERC,CUP-G,PSC,24,Osona,159,5,48,51,0,41,4,1,2,5,3.1446540880503147,30.18867924528302,32.075471698113205,0,25.78616352201258,2.515723270440252,0.628930817610063,1.257861635220126,3.1446540880503147,81094,276,135,141
8110,Malgrat de Mar,13231,malgrat de mar,Malgrat de Mar,13815,6848,49.57,6967,50.43,PSC,ERC,JxCat,VOX,21,Maresme,6746,1676,1582,1297,498,389,392,330,210,187,24.844352208716277,23.450933886747702,19.226208123332345,7.382152386599467,5.766380077082716,5.810850874592352,4.891787726059888,3.112955825674474,2.7720130447672697,81108,18772,9329,9443
8111,Malla,21365,malla,Malla,220,189,85.91,31,14.09,JxCat,ERC,CUP-G,PDeCAT,24,Osona,187,12,30,96,3,15,4,2,4,14,6.417112299465241,16.042780748663102,51.33689839572193,1.6042780748663104,8.0213903743315509,2.13903743315508,1.06951871657754,2.13903743315508,7.4866310160427805,81115,272,138,134
8112,Manlleu,13353,manlleu,Manlleu,12901,6784,52.59,6117,47.41,JxCat,ERC,PSC,CUP-G,24,Osona,6701,997,1450,2468,380,578,204,202,85,193,14.878376361737052,21.638561408744962,36.830323832263836,5.670795403671094,8.625578271899718,3.0443217430234295,3.0144754514251604,1.268467392926429,2.88016713923295,81120,20912,10512,10400
8113,Manresa,14906,manresa,Manresa,51872,27397,52.82,24475,47.18,JxCat,ERC,PSC,CUP-G,7,Bages,27086,4248,6424,8126,1499,2322,1268,884,623,1112,15.683378867311525,23.7170493982131,30.00073838883556,5.534224322528243,8.57269438086096,4.681385217455512,3.263678653178764,2.3000812227719116,4.105441925718083,81136,78245,38335,39910
8114,Martorell,14274,martorell,Martorell,18961,9750,51.42,9211,48.58,PSC,ERC,JxCat,ECP-PEC,11,Baix Llobregat,9602,2893,2172,1179,776,438,792,595,323,217,30.129139762549467,22.620287440116645,12.278691939179337,8.0816496563216,4.561549677150594,8.248281607998335,6.1966257029785465,3.3638825244740675,2.259945844615705,81141,28772,14655,14117
8115,Martorelles,16492,martorelles,Martorelles,3836,1902,49.58,1934,50.42,ERC,PSC,JxCat,VOX,41,Vallès Oriental,1872,460,461,328,151,96,141,126,42,37,24.57264957264957,24.62606837606838,17.52136752136752,8.066239316239317,5.128205128205128,7.532051282051282,6.730769230769231,2.2435897435897436,1.9764957264957264,81154,4820,2435,2385
8116,"Masies de Roda, Les",17057,"masies de roda, les","Masies de Roda, les",555,381,68.65,174,31.35,JxCat,ERC,CUP-G,PDeCAT,24,Osona,379,14,87,184,15,29,9,5,9,18,3.6939313984168867,22.95514511873351,48.54881266490765,3.95778364116095,7.651715039577836,2.3746701846965697,1.3192612137203166,2.3746701846965697,4.749340369393139,81167,719,368,351
8117,"Masies de Voltregà, Les",15893,"masies de voltregà, les","Masies de Voltregà, les",2517,1584,62.93,933,37.07,JxCat,ERC,PSC,CUP-G,24,Osona,1564,204,366,579,68,157,52,29,20,53,13.043478260869565,23.40153452685422,37.02046035805627,4.3478260869565215,10.038363171355499,3.324808184143223,1.854219948849105,1.278772378516624,3.3887468030690537,81173,3132,1549,1583
8118,"Masnou, El",19215,"masnou, el","Masnou, el",17673,10756,60.86,6917,39.14,ERC,JxCat,PSC,CUP-G,21,Maresme,10588,1886,2577,2454,631,834,766,536,376,319,17.81261805817907,24.338874197204383,23.177181715149224,5.95957687948621,7.876841707593502,7.234605213449188,5.062334718549301,3.551190026445032,3.0128447298828864,81189,23831,11524,12307
8119,Masquefa,14501,masquefa,Masquefa,7156,3324,46.45,3832,53.55,PSC,ERC,JxCat,VOX,6,Anoia,3283,803,796,461,381,167,235,205,83,73,24.459335973195248,24.24611635699056,14.042034724337496,11.6052391105696,5.086810843740482,7.158087115443192,6.244288760280232,2.5281754492841912,2.2235759975632043,81192,9402,4758,4644
8120,Matadepera,29538,matadepera,Matadepera,7283,4886,67.09,2397,32.91,JxCat,ERC,PDeCAT,PSC,40,Vallès Occidental,4849,368,788,2054,304,259,94,176,189,490,7.589193648174882,16.250773355330995,42.35924932975871,6.269333883274903,5.341307486079605,1.9385440296968446,3.6296143534749437,3.8977108682202513,10.105176325015467,81206,9496,4756,4740
8121,Mataró,13258,mataró,Mataró,87625,43729,49.9,43896,50.1,PSC,ERC,JxCat,VOX,21,Maresme,43219,10683,8700,8067,4625,2356,2879,2550,1509,1007,24.71829519424327,20.13003540109674,18.66540179087901,10.70131192299683,5.451306138503899,6.661422059742243,5.900182789976631,3.491519933362641,2.329993752747634,81213,129661,64476,65185
8122,Mediona,13416,mediona,Mediona,1772,846,47.74,926,52.26,ERC,JxCat,PSC,CUP-G,3,Alt Penedès,839,124,262,189,42,95,61,14,8,15,14.779499404052443,31.227651966626937,22.526817640047675,5.005959475566151,11.32300357568534,7.270560190703218,1.66865315852205,0.9535160905840285,1.7878426698450536,81228,2369,1192,1177
8123,Molins de Rei,18231,molins de rei,Molins de Rei,19609,12057,61.49,7552,38.51,ERC,PSC,JxCat,CUP-G,11,Baix Llobregat,11898,2710,3070,2264,646,971,861,558,269,277,22.776937300386617,25.802655908556062,19.028408135821145,5.429483946881828,8.161035468145906,7.236510337871911,4.689863842662632,2.2608841822154986,2.328122373508153,81234,25940,12639,13301
8124,Mollet del Vallès,14432,mollet del vallès,Mollet del Vallès,37276,18638,50,18638,50,PSC,ERC,JxCat,ECP-PEC,41,Vallès Oriental,18327,6160,3742,2033,1552,692,1726,1298,575,206,33.61161128389807,20.417962568887436,11.09292300976701,8.46837998581328,3.775849839035303,9.417798875975338,7.082446663392808,3.1374474818573685,1.1240246630654225,81249,51600,25410,26190
8125,Montcada i Reixac,13971,montcada i reixac,Montcada i Reixac,25736,12569,48.84,13167,51.16,PSC,ERC,ECP-PEC,VOX,40,Vallès Occidental,12386,3845,2655,1200,1214,495,1243,892,430,144,31.043113192313903,21.435491684159537,9.688357823348943,9.801388664621346,3.996447602131439,10.035523978685614,7.2016793153560466,3.471661553366704,1.162602938801873,81252,36803,18148,18655
8126,Montgat,17703,montgat,Montgat,8926,4793,53.7,4133,46.3,ERC,PSC,JxCat,ECP-PEC,21,Maresme,4736,1076,1117,778,378,281,421,335,150,88,22.719594594594593,23.585304054054053,16.427364864864867,7.981418918918918,5.933277027027027,8.889358108108109,7.07347972972973,3.16722972972973,1.8581081081081081,81265,12200,6029,6171
8127,Monistrol de Montserrat,14422,monistrol de montserrat,Monistrol de Montserrat,2280,1106,48.51,1174,51.49,ERC,JxCat,PSC,CUP-G,7,Bages,1085,198,275,255,82,105,56,35,30,30,18.24884792626728,25.34562211981567,23.502304147465438,7.557603686635944,9.67741935483871,5.161290322580645,3.225806451612903,2.7649769585253456,2.7649769585253456,81271,3139,1603,1536
8128,Monistrol de Calders,13371,monistrol de calders,Monistrol de Calders,597,356,59.63,241,40.37,JxCat,ERC,CUP-G,PSC,42,Moianès,352,25,106,119,17,50,9,3,2,15,7.1022727272727275,30.113636363636363,33.80681818181818,4.829545454545454,14.204545454545455,2.556818181818182,0.8522727272727272,0.5681818181818182,4.261363636363636,81287,702,366,336
8129,Muntanyola,15435,muntanyola,Muntanyola,504,355,70.44,149,29.56,JxCat,ERC,CUP-G,PSC,24,Osona,352,19,119,126,6,37,13,6,3,12,5.3977272727272725,33.80681818181818,35.79545454545455,1.7045454545454544,10.511363636363637,3.6931818181818183,1.7045454545454544,0.8522727272727272,3.4090909090909087,81290,632,328,304
8130,Montclar,12379,montclar,Montclar,107,69,64.49,38,35.51,JxCat,ERC,CUP-G,VOX,14,Berguedà,66,1,16,31,2,10,1,0,1,2,1.5151515151515151,24.242424242424242,46.96969696969697,3.0303030303030303,15.151515151515152,1.5151515151515151,0,1.5151515151515151,3.0303030303030303,81304,139,72,67
8131,Montesquiu,13881,montesquiu,Montesquiu,747,474,63.45,273,36.55,JxCat,ERC,CUP-G,PSC,24,Osona,469,36,139,183,20,36,9,9,4,16,7.675906183368871,29.637526652452024,39.01918976545842,4.264392324093817,7.675906183368871,1.9189765458422177,1.9189765458422177,0.8528784648187633,3.411513859275053,81311,1030,513,517
8132,Montmajor,14081,montmajor,Montmajor,358,203,56.7,155,43.3,JxCat,ERC,PSC,CUP-G,14,Berguedà,195,18,24,108,4,16,6,1,4,12,9.230769230769232,12.307692307692308,55.38461538461539,2.051282051282051,8.205128205128204,3.076923076923077,0.5128205128205128,2.051282051282051,6.153846153846154,81326,469,232,237
8133,Montmaneu,20363,montmaneu,Montmaneu,129,86,66.67,43,33.33,JxCat,ERC,PDeCAT,CUP-G,6,Anoia,86,4,18,41,3,6,0,0,2,12,4.651162790697675,20.930232558139537,47.674418604651166,3.488372093023256,6.976744186046512,0,0,2.3255813953488373,13.953488372093023,81332,151,81,70
8134,Figaró-Montmany,14825,figaró-montmany,Figaró-Montmany,862,519,60.21,343,39.79,ERC,JxCat,PSC,CUP-G,41,Vallès Oriental,510,76,142,132,19,61,30,14,17,11,14.901960784313726,27.84313725490196,25.882352941176475,3.7254901960784315,11.96078431372549,5.88235294117647,2.7450980392156863,3.3333333333333335,2.156862745098039,81347,1142,559,583
8135,Montmeló,15088,montmeló,Montmeló,6831,3947,57.78,2884,42.22,PSC,ERC,ECP-PEC,JxCat,41,Vallès Oriental,3880,1363,624,384,320,208,405,257,185,36,35.12886597938144,16.082474226804123,9.896907216494846,8.24742268041237,5.360824742268041,10.438144329896907,6.623711340206186,4.768041237113402,0.9278350515463918,81350,8831,4320,4511
8136,Montornès del Vallès,13953,montornès del vallès,Montornès del Vallès,11839,5669,47.88,6170,52.12,PSC,ERC,VOX,ECP-PEC,41,Vallès Oriental,5562,1908,924,524,611,179,546,449,256,42,34.3042071197411,16.61272923408846,9.421071556993887,10.985257101761956,3.21826681049982,9.816612729234087,8.072635742538656,4.602660913340525,0.7551240560949299,81363,16644,8390,8254
8137,Montseny,17205,montseny,Montseny,285,197,69.12,88,30.88,JxCat,ERC,CUP-G,PSC,41,Vallès Oriental,192,20,44,64,3,25,14,2,0,15,10.416666666666668,22.916666666666664,33.33333333333333,1.5625,13.020833333333334,7.291666666666667,1.0416666666666665,0,7.8125,81379,351,187,164
8138,Moià,14881,moià,Moià,4577,2603,56.87,1974,43.13,ERC,JxCat,PSC,CUP-G,42,Moianès,2566,295,777,737,77,287,106,59,43,127,11.496492595479344,30.280592361652374,28.72174590802806,3.0007794232268123,11.184723304754481,4.1309431021044425,2.2992985190958692,1.6757599376461418,4.94933749025721,81385,6383,3281,3102
